n,2n,closest_value,d(n)
7515887,15031774,15063205,31431
7514855,15029710,15061135,31425
7513339,15026678,15058102,31424
7512511,15025022,15056440,31418
7511911,15023822,15055240,31418
7509759,15019518,15050924,31406
7502713,15005426,15036826,31400
7502527,15005054,15036425,31371
7501567,15003134,15034499,31365
7496787,14993574,15024932,31358
7495771,14991542,15022888,31346
7494135,14988270,15019616,31346
7494111,14988222,15019562,31340
7492767,14985534,15016864,31330
7489767,14979534,15010859,31325
7488999,14977998,15009316,31318
7487343,14974686,15006004,31318
7486823,14973646,15004963,31317
7484779,14969558,15000869,31311
7483687,14967374,14998678,31304
7481113,14962226,14993525,31299
7478471,14956942,14988230,31288
7478335,14956670,14987956,31286
7477929,14955858,14987132,31274
7476551,14953102,14984368,31266
7472063,14944126,14975381,31255
7470647,14941294,14972534,31240
7465977,14931954,14963182,31228
7465703,14931406,14962634,31228
7465199,14930398,14961611,31213
7464383,14928766,14959978,31212
7463913,14927826,14959037,31211
7463103,14926206,14957416,31210
7458975,14917950,14949148,31198
7458095,14916190,14947379,31189
7456747,14913494,14944678,31184
7455969,14911938,14943118,31180
7455215,14910430,14941604,31174
7452263,14904526,14935697,31171
7451463,14902926,14934092,31166
7448809,14897618,14928784,31166
7448759,14897518,14928670,31152
7446527,14893054,14924191,31137
7444669,14889338,14920474,31136
7442847,14885694,14916818,31124
7441343,14882686,14913803,31117
7439207,14878414,14909524,31110
7437471,14874942,14906039,31097
7432671,14865342,14896424,31082
7430647,14861294,14892370,31076
7429355,14858710,14889776,31066
7426855,14853710,14884774,31064
7426527,14853054,14884115,31061
7425193,14850386,14881438,31052
7424169,14848338,14879381,31043
7421927,14843854,14874896,31042
7421039,14842078,14873110,31032
7420667,14841334,14872364,31030
7417503,14835006,14866024,31018
7412479,14824958,14855957,30999
7410779,14821558,14852555,30997
7409359,14818718,14849705,30987
7407743,14815486,14846470,30984
7405339,14810678,14841643,30965
7403999,14807998,14838959,30961
7403679,14807358,14838317,30959
7401919,14803838,14834794,30956
7401327,14802654,14833610,30956
7399003,14798006,14828950,30944
7397471,14794942,14825884,30942
7394975,14789950,14820880,30930
7394871,14789742,14820665,30923
7389055,14778110,14809027,30917
7388927,14777854,14808770,30916
7386753,14773506,14804422,30916
7385839,14771678,14802568,30890
7385247,14770494,14801375,30881
7384703,14769406,14800283,30877
7383721,14767442,14798317,30875
7383167,14766334,14797208,30874
7381967,14763934,14794805,30871
7381319,14762638,14793506,30868
7379823,14759646,14790512,30866
7377787,14755574,14786440,30866
7376155,14752310,14783158,30848
7375241,14750482,14781328,30846
7370537,14741074,14771909,30835
7370153,14740306,14771132,30826
7369195,14738390,14769214,30824
7368887,14737774,14768588,30814
7368039,14736078,14766892,30814
7366655,14733310,14764120,30810
7363359,14726718,14757506,30788
7359999,14719998,14750774,30776
7358623,14717246,14748014,30768
7356527,14713054,14743819,30765
7355389,14710778,14741542,30764
7355049,14710098,14740859,30761
7354593,14709186,14739941,30755
7353435,14706870,14737619,30749
7352391,14704782,14735528,30746
7350447,14700894,14731630,30736
7348315,14696630,14727364,30734
7346943,14693886,14724611,30725
7344607,14689214,14719927,30713
7342647,14685294,14716006,30712
7342319,14684638,14715341,30703
7342183,14684366,14715067,30701
7340031,14680062,14710751,30689
7338665,14677330,14708015,30685
7336639,14673278,14703959,30681
7334569,14669138,14699807,30669
7333103,14666206,14696873,30667
7328361,14656722,14687371,30649
7327591,14655182,14685824,30642
7326055,14652110,14682748,30638
7325935,14651870,14682502,30632
7320251,14640502,14671118,30616
7317351,14634702,14665318,30616
7316719,14633438,14664041,30603
7314687,14629374,14659972,30598
7314391,14628782,14659378,30596
7313455,14626910,14657492,30582
7308383,14616766,14647331,30565
7307867,14615734,14646298,30564
7306349,14612698,14643256,30558
7304495,14608990,14639542,30552
7304431,14608862,14639413,30551
7303393,14606786,14637334,30548
7302711,14605422,14635970,30548
7302143,14604286,14634826,30540
7301883,14603766,14634298,30532
7298561,14597122,14627650,30528
7297279,14594558,14625073,30515
7295113,14590226,14620732,30506
7294975,14589950,14620451,30501
7289815,14579630,14610122,30492
7287197,14574394,14604877,30483
7286327,14572654,14603125,30471
7284961,14569922,14600387,30465
7282735,14565470,14595929,30459
7281207,14562414,14592863,30449
7276681,14553362,14583800,30438
7276415,14552830,14583257,30427
7275423,14550846,14581268,30422
7272673,14545346,14575757,30411
7272447,14544894,14575300,30406
7267143,14534286,14564675,30389
7265447,14530894,14561282,30388
7264415,14528830,14559205,30375
7261279,14522558,14552926,30368
7258591,14517182,14547548,30366
7258537,14517074,14547428,30354
7258223,14516446,14546794,30348
7255503,14511006,14541344,30338
7254855,14509710,14540045,30335
7249199,14498398,14528720,30322
7248895,14497790,14528105,30315
7245991,14491982,14522279,30297
7244187,14488374,14518666,30292
7241727,14483454,14513740,30286
7238969,14477938,14508214,30276
7238075,14476150,14506424,30274
7236489,14472978,14503252,30274
7236351,14472702,14502958,30256
7231743,14463486,14493734,30248
7231131,14462262,14492510,30248
7230247,14460494,14490736,30242
7227303,14454606,14484835,30229
7225313,14450626,14480843,30217
7223547,14447094,14477308,30214
7223161,14446322,14476534,30212
7223143,14446286,14476492,30206
7222207,14444414,14474614,30200
7219945,14439890,14470090,30200
7216999,14433998,14464175,30177
7214647,14429294,14459465,30171
7214079,14428158,14458328,30170
7213359,14426718,14456885,30167
7210087,14420174,14450329,30155
7208417,14416834,14446988,30154
7208039,14416078,14446222,30144
7206335,14412670,14442812,30142
7205159,14410318,14440454,30136
7202955,14405910,14436038,30128
7202345,14404690,14434811,30121
7200731,14401462,14431573,30111
7200041,14400082,14430190,30108
7194999,14389998,14420104,30106
7194537,14389074,14419160,30086
7193215,14386430,14416508,30078
7190697,14381394,14411464,30070
7189735,14379470,14409533,30063
7184363,14368726,14398780,30054
7183467,14366934,14396977,30043
7180779,14361558,14391589,30031
7180191,14360382,14390405,30023
7176847,14353694,14383705,30011
7176391,14352782,14382793,30011
7174591,14349182,14379182,30000
7172255,14344510,14374499,29989
7167841,14335682,14365669,29987
7167251,14334502,14364484,29982
7166729,14333458,14363432,29974
7166271,14332542,14362514,29972
7165305,14330610,14360573,29963
7162857,14325714,14355670,29956
7162359,14324718,14354674,29956
7160809,14321618,14351566,29948
7160191,14320382,14350327,29945
7158921,14317842,14347780,29938
7157303,14314606,14344535,29929
7155647,14311294,14341222,29928
7152923,14305846,14335760,29914
7152111,14304222,14334131,29909
7150313,14300626,14330533,29907
7148175,14296350,14326253,29903
7147631,14295262,14325154,29892
7146633,14293266,14323153,29887
7144895,14289790,14319664,29874
7143195,14286390,14316257,29867
7141129,14282258,14312123,29865
7139371,14278742,14308607,29865
7138663,14277326,14307190,29864
7137127,14274254,14304104,29850
7134751,14269502,14299345,29843
7133903,14267806,14297644,29838
7131803,14263606,14293435,29829
7130143,14260286,14290102,29816
7128347,14256694,14286508,29814
7126699,14253398,14283209,29811
7126527,14253054,14282852,29798
7126207,14252414,14282212,29798
7122923,14245846,14275634,29788
7120809,14241618,14271394,29776
7120155,14240310,14270084,29774
7118127,14236254,14266028,29774
7118079,14236158,14265920,29762
7115643,14231286,14261042,29756
7112807,14225614,14255368,29754
7110427,14220854,14250587,29733
7108699,14217398,14247130,29732
7106587,14213174,14242891,29717
7103935,14207870,14237584,29714
7103515,14207030,14236735,29705
7101211,14202422,14232118,29696
7099123,14198246,14227940,29694
7097911,14195822,14225504,29682
7096375,14192750,14222428,29678
7091291,14182582,14212240,29658
7091231,14182462,14212118,29656
7089801,14179602,14209258,29656
7087663,14175326,14204975,29649
7086847,14173694,14203336,29642
7085535,14171070,14200708,29638
7083091,14166182,14195807,29625
7081519,14163038,14192651,29613
7079631,14159262,14188868,29606
7076671,14153342,14182943,29601
7074919,14149838,14179429,29591
7074247,14148494,14178082,29588
7072539,14145078,14174651,29573
7070503,14141006,14170576,29570
7068775,14137550,14167109,29559
7066863,14133726,14163280,29554
7065599,14131198,14160742,29544
7062461,14124922,14154466,29544
7060635,14121270,14150801,29531
7059547,14119094,14148614,29520
7057899,14115798,14145316,29518
7057785,14115570,14145083,29513
7056031,14112062,14141573,29511
7054271,14108542,14138044,29502
7052071,14104142,14133640,29498
7051945,14103890,14133386,29496
7050799,14101598,14131088,29490
7049711,14099422,14128910,29488
7049399,14098798,14128283,29485
7048127,14096254,14125732,29478
7048059,14096118,14125592,29474
7045119,14090238,14119697,29459
7043391,14086782,14116238,29456
7042273,14084546,14114002,29456
7040359,14080718,14110174,29456
7039999,14079998,14109442,29444
7037887,14075774,14105204,29430
7037065,14074130,14103559,29429
7035039,14070078,14099492,29414
7032457,14064914,14094322,29408
7030619,14061238,14090638,29400
7030555,14061110,14090507,29397
7028015,14056030,14085419,29389
7027369,14054738,14084126,29388
7025343,14050686,14080073,29387
7025055,14050110,14079491,29381
7023527,14047054,14076430,29376
7021819,14043638,14073011,29373
7020307,14040614,14069981,29367
7019743,14039486,14068849,29363
7018671,14037342,14066696,29354
7018111,14036222,14065568,29346
7013935,14027870,14057198,29328
7012603,14025206,14054534,29328
7011175,14022350,14051668,29318
7008511,14017022,14046340,29318
7007967,14015934,14045251,29317
7007391,14014782,14044094,29312
7005367,14010734,14040029,29295
7004243,14008486,14037781,29295
7001327,14002654,14031940,29286
7000295,14000590,14029874,29284
6999535,13999070,14028353,29283
6997083,13994166,14023448,29282
6994939,13989878,14019154,29276
6994087,13988174,14017426,29252
6994011,13988022,14017270,29248
6991871,13983742,14012980,29238
6990201,13980402,14009638,29236
6989823,13979646,14008876,29230
6989671,13979342,14008568,29226
6984745,13969490,13998707,29217
6982953,13965906,13995112,29206
6981943,13963886,13993090,29204
6981019,13962038,13991242,29204
6979327,13958654,13987840,29186
6977183,13954366,13983542,29176
6973767,13947534,13976696,29162
6967239,13934478,13963630,29152
6967151,13934302,13963448,29146
6965487,13930974,13960100,29126
6964671,13929342,13958465,29123
6961505,13923010,13952128,29118
6960935,13921870,13950988,29118
6959871,13919742,13948847,29105
6959131,13918262,13947365,29103
6958079,13916158,13945252,29094
6956219,13912438,13941530,29092
6953471,13906942,13936030,29088
6952815,13905630,13934711,29081
6952807,13905614,13934693,29079
6951187,13902374,13931444,29070
6950127,13900254,13929317,29063
6949191,13898382,13927444,29062
6945449,13890898,13919939,29041
6941597,13883194,13912226,29032
6941543,13883086,13912111,29025
6940775,13881550,13910573,29023
6938047,13876094,13905113,29019
6937903,13875806,13904824,29018
6934497,13868994,13897993,28999
6932519,13865038,13894036,28998
6932251,13864502,13893487,28985
6931455,13862910,13891892,28982
6930411,13860822,13889801,28979
6929065,13858130,13887106,28976
6928711,13857422,13886396,28974
6927935,13855870,13884844,28974
6927519,13855038,13884010,28972
6924965,13849930,13878898,28968
6924563,13849126,13878094,28968
6923903,13847806,13876766,28960
6923291,13846582,13875533,28951
6919935,13839870,13868815,28945
6919135,13838270,13867213,28943
6919009,13838018,13866959,28941
6917459,13834918,13863848,28930
6917279,13834558,13863484,28926
6913641,13827282,13856197,28915
6911423,13822846,13851760,28914
6909567,13819134,13848025,28891
6904831,13809662,13838546,28884
6903023,13806046,13834921,28875
6902697,13805394,13834262,28868
6901375,13802750,13831606,28856
6900607,13801214,13830067,28853
6897907,13795814,13824665,28851
6896423,13792846,13821686,28840
6894205,13788410,13817242,28832
6892775,13785550,13814374,28824
6892287,13784574,13813394,28820
6890041,13780082,13808897,28815
6889919,13779838,13808650,28812
6888859,13777718,13806530,28812
6886639,13773278,13802089,28811
6885583,13771166,13799969,28803
6885289,13770578,13799378,28800
6884009,13768018,13796804,28786
6881947,13763894,13792675,28781
6880937,13761874,13790645,28771
6877503,13755006,13783765,28759
6874527,13749054,13777802,28748
6873769,13747538,13776281,28743
6871367,13742734,13771471,28737
6868601,13737202,13765930,28728
6865903,13731806,13760525,28719
6864505,13729010,13757728,28718
6863927,13727854,13756564,28710
6862463,13724926,13753636,28710
6862271,13724542,13753240,28698
6861403,13722806,13751498,28692
6857575,13715150,13743830,28680
6856361,13712722,13741400,28678
6856255,13712510,13741184,28674
6853099,13706198,13734862,28664
6850663,13701326,13729985,28659
6850555,13701110,13729756,28646
6844319,13688638,13717258,28620
6842847,13685694,13714312,28618
6842431,13684862,13713478,28616
6838781,13677562,13706171,28609
6838567,13677134,13705742,28608
6836641,13673282,13701880,28598
6835631,13671262,13699850,28588
6834415,13668830,13697410,28580
6833391,13666782,13695353,28571
6831743,13663486,13692050,28564
6831103,13662206,13690768,28562
6826657,13653314,13681867,28553
6824447,13648894,13677428,28534
6821001,13642002,13670527,28525
6819675,13639350,13667869,28519
6816929,13633858,13662376,28518
6816815,13633630,13662148,28518
6816239,13632478,13660994,28516
6815423,13630846,13659349,28503
6812399,13624798,13653286,28488
6809673,13619346,13647832,28486
6809599,13619198,13647676,28478
6809135,13618270,13646744,28474
6807711,13615422,13643896,28474
6803967,13607934,13636390,28456
6802927,13605854,13634302,28448
6802303,13604606,13633054,28448
6799207,13598414,13626857,28443
6798975,13597950,13626380,28430
6795903,13591806,13620226,28420
6794523,13589046,13617458,28412
6794087,13588174,13616585,28411
6792751,13585502,13613908,28406
6791687,13583374,13611778,28404
6791583,13583166,13611566,28400
6790171,13580342,13608739,28397
6790015,13580030,13608425,28395
6787211,13574422,13602815,28393
6786919,13573838,13602220,28382
6783657,13567314,13595681,28367
6781609,13563218,13591574,28356
6780239,13560478,13588832,28354
6779631,13559262,13587616,28354
6778495,13556990,13585337,28347
6777343,13554686,13583027,28341
6775017,13550034,13578374,28340
6774207,13548414,13576744,28330
6772051,13544102,13572431,28329
6770939,13541878,13570199,28321
6770023,13540046,13568359,28313
6767355,13534710,13563020,28310
6765441,13530882,13559182,28300
6764969,13529938,13558234,28296
6764799,13529598,13557892,28294
6761755,13523510,13551791,28281
6758399,13516798,13545056,28258
6754681,13509362,13537618,28256
6753011,13506022,13534265,28243
6750877,13501754,13529992,28238
6749495,13498990,13527220,28230
6747879,13495758,13523978,28220
6747375,13494750,13522966,28216
6746111,13492222,13520429,28207
6743195,13486390,13514596,28206
6742975,13485950,13514147,28197
6741711,13483422,13511618,28196
6738623,13477246,13505434,28188
6736851,13473702,13501888,28186
6736283,13472566,13500737,28171
